date,year,month,day,hour,PM2.5,PM10,SO2,NO2,O3,Temprature,Pressure,RAIN
2016-04-11,2016,April,,22,48.0,122.0,13.0,56.0,44.0,9.8,1009.3,0.0
2016-04-11,2016,April,,23,52.0,125.0,13.0,62.0,34.0,9.5,1008.7,0.0
2016-04-12,2016,April,,0,55.0,116.0,13.0,63.0,29.0,9.3,1008.2,0.0
2016-04-12,2016,April,,1,58.0,117.0,13.0,64.0,24.0,9.3,1007.4,0.0
2016-04-12,2016,April,,2,64.0,121.0,10.0,73.0,14.0,9.5,1005.4,0.0
2016-04-12,2016,April,,3,67.0,115.0,4.0,81.0,4.0,7.9,1005.5,0.0
2016-04-12,2016,April,,4,60.0,108.0,4.0,80.0,2.0,7.4,1005.1,0.1
2016-04-12,2016,April,,5,65.0,106.0,3.0,72.0,2.0,7.2,1004.5,0.0
2016-04-12,2016,April,,6,60.0,93.0,4.0,74.0,2.0,6.3,1004.0,0.0
2016-04-12,2016,April,,7,68.0,95.0,6.0,65.0,5.0,6.9,1004.5,0.0
2016-04-12,2016,April,,8,70.0,104.0,12.0,64.0,9.0,8.3,1004.8,0.0
2016-04-12,2016,April,,9,72.0,98.0,6.0,64.0,5.0,7.2,1005.5,1.6
2016-04-12,2016,April,,10,76.0,76.0,8.0,56.0,16.0,8.2,1005.1,0.1
2016-04-12,2016,April,,11,85.0,85.0,11.0,52.0,32.0,9.8,1004.7,0.0
2016-04-12,2016,April,,12,94.0,94.0,9.0,53.0,45.0,10.9,1003.7,0.0
2016-04-12,2016,April,,13,98.0,98.0,7.0,52.0,56.0,12.6,1002.7,0.0
2016-04-12,2016,April,,14,97.0,97.0,6.0,50.0,72.0,15.3,1001.9,0.0
2016-04-12,2016,April,,15,86.0,86.0,5.0,47.0,86.0,17.5,1000.7,0.0
2016-04-12,2016,April,,16,88.0,94.0,4.0,58.0,83.0,17.8,1001.3,0.0
2016-04-12,2016,April,,17,76.0,97.0,5.0,62.0,73.0,17.7,1000.9,0.0
2016-04-12,2016,April,,18,75.0,95.0,4.0,65.0,71.0,17.0,1000.7,0.0
2016-04-12,2016,April,,19,79.0,105.0,4.0,67.0,69.0,15.9,1001.1,0.0
2016-04-12,2016,April,,20,81.0,101.0,4.0,70.0,57.0,14.7,1002.0,0.0
2016-04-12,2016,April,,21,79.0,105.0,4.0,79.0,42.0,14.4,1002.6,0.0
2016-04-12,2016,April,,22,87.0,118.0,4.0,106.0,15.0,14.4,1002.8,0.0
2016-04-12,2016,April,,23,99.0,141.0,5.0,119.0,2.0,12.7,1002.5,0.0
2016-04-13,2016,April,,0,107.0,141.0,5.0,104.0,10.0,11.8,1002.6,0.0
2016-04-13,2016,April,,1,115.0,143.0,5.0,94.0,19.0,11.6,1002.0,0.0
2016-04-13,2016,April,,2,120.0,144.0,5.0,78.0,30.0,11.3,1001.4,0.0
2016-04-13,2016,April,,3,130.0,138.0,4.0,78.0,19.0,8.9,1001.1,0.0
2016-04-13,2016,April,,4,120.0,140.0,3.0,101.0,2.0,8.0,1000.7,0.0
2016-04-13,2016,April,,5,109.0,137.0,3.0,97.0,2.0,7.8,1000.9,0.0
2016-04-13,2016,April,,6,116.0,146.0,3.0,99.0,2.0,7.9,1000.6,0.0
2016-04-13,2016,April,,7,134.0,169.0,4.0,99.0,2.0,8.9,1000.8,0.0
2016-04-13,2016,April,,8,149.0,187.0,9.0,98.0,2.0,10.9,1000.7,0.0
2016-04-13,2016,April,,9,174.0,212.0,15.0,99.0,9.0,12.5,1000.3,0.0
2016-04-13,2016,April,,10,201.0,225.0,16.0,107.0,19.0,14.2,1000.4,0.0
2016-04-13,2016,April,,11,216.0,226.0,16.0,111.0,30.0,16.2,999.5,0.0
2016-04-13,2016,April,,12,219.0,225.0,14.0,117.0,48.0,18.4,998.7,0.0
2016-04-13,2016,April,,13,245.0,282.0,14.0,138.0,67.0,21.0,997.9,0.0
2016-04-13,2016,April,,14,254.0,287.0,16.0,101.0,110.0,23.5,996.9,0.0
2016-04-13,2016,April,,15,214.0,252.0,14.0,78.0,128.0,25.3,996.5,0.0
2016-04-13,2016,April,,16,171.0,222.0,12.0,59.0,136.0,26.3,996.8,0.0
2016-04-13,2016,April,,17,62.0,94.0,2.0,27.0,100.0,25.4,997.5,0.0
2016-04-13,2016,April,,18,31.0,81.0,2.0,21.0,95.0,24.8,998.3,0.0
2016-04-13,2016,April,,19,20.0,67.0,2.0,34.0,76.0,23.3,999.7,0.0
2016-04-13,2016,April,,20,23.0,86.0,2.0,29.0,78.0,22.6,1001.5,0.0
2016-04-13,2016,April,,21,19.0,100.0,2.0,23.0,82.0,21.8,1003.0,0.0
2016-04-13,2016,April,,22,25.0,109.0,2.0,33.0,70.0,21.2,1004.1,0.0
2016-04-13,2016,April,,23,21.0,109.0,2.0,35.0,65.0,19.9,1004.8,0.0
2016-04-14,2016,April,,0,28.0,117.0,2.0,32.0,68.0,14.9,1005.7,0.0
2016-04-14,2016,April,,1,34.0,123.0,2.0,33.0,59.0,17.6,1005.9,0.0
2016-04-14,2016,April,,2,50.0,191.0,2.0,36.0,53.0,15.6,1006.6,0.0
2016-04-14,2016,April,,3,62.0,244.0,2.0,28.0,61.0,17.2,1007.4,0.0
2016-04-14,2016,April,,4,62.0,249.0,2.0,28.0,56.0,16.5,1008.0,0.0
2016-04-14,2016,April,,5,44.0,179.0,2.0,16.0,67.0,14.0,1009.4,0.0
2016-04-14,2016,April,,6,32.0,147.0,2.0,22.0,61.0,12.0,1010.5,0.0
2016-04-14,2016,April,,7,20.0,63.0,2.0,25.0,58.0,14.4,1012.0,0.0
2016-04-14,2016,April,,8,13.0,38.0,2.0,28.0,57.0,16.2,1012.7,0.0
2016-04-14,2016,April,,9,17.0,46.0,2.0,22.0,66.0,17.4,1012.8,0.0
2016-04-14,2016,April,,10,15.0,28.0,2.0,15.0,77.0,18.7,1013.1,0.0
2016-04-14,2016,April,,11,20.0,22.0,2.0,12.0,87.0,19.8,1013.2,0.0
2016-04-14,2016,April,,12,9.0,9.0,2.0,12.0,94.0,20.4,1012.6,0.0
2016-04-14,2016,April,,13,21.0,28.0,2.0,15.0,99.0,21.7,1011.6,0.0
2016-04-14,2016,April,,14,39.0,68.0,2.0,17.0,105.0,22.4,1010.9,0.0
2016-04-14,2016,April,,15,34.0,96.0,2.0,16.0,114.0,22.8,1009.9,0.0
2016-04-14,2016,April,,16,53.0,111.0,2.0,15.0,116.0,22.8,1009.4,0.0
2016-04-14,2016,April,,17,41.0,105.0,2.0,19.0,111.0,22.7,1009.2,0.0
2016-04-14,2016,April,,18,51.0,136.0,5.0,26.0,117.0,21.0,1009.2,0.0
2016-04-14,2016,April,,19,55.0,179.0,9.0,31.0,95.0,18.9,1009.9,0.0
2016-04-14,2016,April,,20,44.0,128.0,5.0,29.0,78.0,17.1,1010.9,0.0
2016-04-14,2016,April,,21,28.0,85.0,4.0,24.0,74.0,16.0,1011.8,0.0
2016-04-14,2016,April,,22,22.0,59.0,5.0,28.0,65.0,14.6,1012.5,0.0
2016-04-14,2016,April,,23,18.0,48.0,4.0,33.0,60.0,13.2,1012.6,0.0
2016-04-15,2016,April,,0,26.0,42.0,6.0,31.0,56.0,12.3,1012.5,0.0
2016-04-15,2016,April,,1,26.0,45.0,7.0,41.0,39.0,10.8,1012.1,0.0
2016-04-15,2016,April,,2,28.0,91.0,7.0,79.0,2.0,10.4,1011.5,0.0
2016-04-15,2016,April,,3,34.0,81.0,7.0,74.0,2.0,10.0,1011.3,0.0
2016-04-15,2016,April,,4,36.0,56.0,9.0,57.0,17.0,9.8,1010.7,0.0
2016-04-15,2016,April,,5,32.0,53.0,11.0,51.0,21.0,8.1,1010.0,0.0
2016-04-15,2016,April,,6,38.0,63.0,9.0,56.0,13.0,7.3,1009.7,0.0
2016-04-15,2016,April,,7,46.0,95.0,12.0,77.0,2.0,10.2,1010.1,0.0
2016-04-15,2016,April,,8,55.0,110.0,17.0,75.0,4.0,13.2,1010.0,0.0
2016-04-15,2016,April,,9,60.0,92.0,19.0,66.0,18.0,14.2,1009.7,0.0
2016-04-15,2016,April,,10,64.0,99.0,20.0,67.0,25.0,15.7,1009.5,0.0
2016-04-15,2016,April,,11,63.0,91.0,25.0,63.0,40.0,16.8,1008.6,0.0
2016-04-15,2016,April,,12,68.0,114.0,29.0,69.0,48.0,18.6,1007.5,0.0
2016-04-15,2016,April,,13,71.0,126.0,30.0,74.0,52.0,20.0,1006.5,0.0
2016-04-15,2016,April,,14,89.0,142.0,30.0,72.0,68.0,20.6,1005.2,0.0
2016-04-15,2016,April,,15,104.0,162.0,25.0,52.0,106.0,21.6,1004.3,0.0
2016-04-15,2016,April,,16,85.0,177.0,18.0,38.0,134.0,21.4,1003.9,0.0
2016-04-15,2016,April,,17,87.0,180.0,17.0,40.0,136.0,21.4,1003.9,0.0
2016-04-15,2016,April,,18,86.0,184.0,17.0,44.0,134.0,21.4,1003.9,0.0
2016-04-15,2016,April,,19,93.0,179.0,17.0,73.0,90.0,20.4,1004.5,0.0
2016-04-15,2016,April,,20,97.0,189.0,19.0,124.0,14.0,19.5,1005.6,0.0
2016-04-15,2016,April,,21,102.0,199.0,16.0,115.0,14.0,19.4,1006.3,0.0
2016-04-15,2016,April,,22,55.0,174.0,5.0,32.0,65.0,18.2,1006.7,0.0
2016-04-15,2016,April,,23,45.0,106.0,3.0,17.0,78.0,16.9,1006.5,0.0
2016-04-16,2016,April,,0,37.0,93.0,2.0,20.0,64.0,15.5,1007.5,0.1
2016-04-16,2016,April,,1,34.0,60.0,2.0,22.0,54.0,14.0,1007.2,0.9
2016-04-16,2016,April,,2,24.0,49.0,3.0,25.0,44.0,13.3,1006.7,1.1
2016-04-16,2016,April,,3,21.0,35.0,2.0,19.0,51.0,13.0,1005.8,0.5
2016-04-16,2016,April,,4,11.0,36.0,2.0,19.0,46.0,12.7,1005.3,0.3
2016-04-16,2016,April,,5,29.0,52.0,2.0,32.0,42.0,12.7,1004.8,0.1
2016-04-16,2016,April,,6,26.0,54.0,2.0,54.0,19.0,12.9,1004.7,0.0
2016-04-16,2016,April,,7,34.0,86.0,3.0,61.0,10.0,13.6,1004.8,0.0
2016-04-16,2016,April,,8,89.0,314.0,4.0,46.0,24.0,15.4,1005.1,0.0
2016-04-16,2016,April,,9,125.0,489.0,3.0,24.0,49.0,15.6,1005.2,0.0
2016-04-16,2016,April,,10,62.0,206.0,2.0,17.0,62.0,15.8,1005.3,0.0
2016-04-16,2016,April,,11,36.0,102.0,3.0,16.0,67.0,16.2,1005.6,0.0
2016-04-16,2016,April,,12,33.0,81.0,2.0,15.0,72.0,17.1,1005.1,0.0
2016-04-16,2016,April,,13,23.0,56.0,2.0,14.0,75.0,17.2,1004.9,0.0
2016-04-16,2016,April,,14,22.0,46.0,2.0,14.0,78.0,17.7,1004.2,0.0
2016-04-16,2016,April,,15,10.0,36.0,2.0,13.0,78.0,18.0,1003.8,0.0
2016-04-16,2016,April,,16,14.0,29.0,2.0,15.0,76.0,18.3,1003.5,0.0
2016-04-16,2016,April,,17,13.0,30.0,2.0,16.0,76.0,18.0,1003.6,0.0
2016-04-16,2016,April,,18,15.0,42.0,2.0,19.0,73.0,17.4,1004.1,0.0
2016-04-16,2016,April,,19,15.0,37.0,2.0,20.0,72.0,16.4,1005.1,0.0
2016-04-16,2016,April,,20,9.0,30.0,2.0,26.0,63.0,15.8,1006.5,0.0
2016-04-16,2016,April,,21,10.0,29.0,2.0,31.0,55.0,15.1,1007.4,0.0
2016-04-16,2016,April,,22,15.0,29.0,2.0,32.0,53.0,14.9,1007.6,0.0
2016-04-16,2016,April,,23,12.0,28.0,2.0,35.0,50.0,14.2,1007.9,0.0
2016-04-17,2016,April,,0,15.0,33.0,2.0,16.0,74.0,13.9,1008.2,0.0
2016-04-17,2016,April,,1,18.0,34.0,2.0,15.0,77.0,13.7,1007.7,0.0
2016-04-17,2016,April,,2,14.0,30.0,2.0,13.0,78.0,13.7,1007.3,0.0
2016-04-17,2016,April,,3,17.0,28.0,2.0,17.0,75.0,13.6,1007.2,0.0
2016-04-17,2016,April,,4,17.0,23.0,2.0,11.0,83.0,13.5,1006.8,0.0
2016-04-17,2016,April,,5,13.0,23.0,2.0,10.0,85.0,12.9,1006.8,0.0
2016-04-17,2016,April,,6,17.0,26.0,2.0,10.0,84.0,12.8,1007.2,0.0
2016-04-17,2016,April,,7,16.0,28.0,2.0,14.0,82.0,13.5,1007.3,0.0
2016-04-17,2016,April,,8,16.0,44.0,2.0,13.0,83.0,14.6,1007.6,0.0
2016-04-17,2016,April,,9,11.0,49.0,2.0,12.0,84.0,15.4,1007.7,0.0
2016-04-17,2016,April,,10,16.0,47.0,2.0,12.0,84.0,16.5,1007.6,0.0
2016-04-17,2016,April,,11,11.0,47.0,2.0,11.0,86.0,17.2,1007.7,0.0
2016-04-17,2016,April,,12,16.0,42.0,2.0,11.0,89.0,17.9,1007.3,0.0
2016-04-17,2016,April,,13,23.0,34.0,2.0,10.0,94.0,18.2,1006.5,0.0
2016-04-17,2016,April,,14,26.0,30.0,2.0,11.0,95.0,18.3,1006.2,0.0
2016-04-17,2016,April,,15,22.0,22.0,2.0,10.0,93.0,19.2,1005.7,0.0
2016-04-17,2016,April,,16,16.0,22.0,2.0,10.0,90.0,19.1,1005.2,0.0
2016-04-17,2016,April,,17,15.0,31.0,2.0,12.0,88.0,19.2,1004.9,0.0
2016-04-17,2016,April,,18,18.0,37.0,2.0,18.0,80.0,18.5,1005.0,0.0
2016-04-17,2016,April,,19,17.0,33.0,2.0,26.0,68.0,16.8,1005.3,0.0
2016-04-17,2016,April,,20,20.0,34.0,2.0,25.0,69.0,16.5,1005.4,0.0
2016-04-17,2016,April,,21,15.0,41.0,2.0,23.0,72.0,16.4,1006.9,0.0
2016-04-17,2016,April,,22,15.0,84.0,2.0,19.0,74.0,13.4,1008.3,0.0
2016-04-17,2016,April,,23,15.0,35.0,2.0,14.0,76.0,12.9,1008.1,0.0
2016-04-18,2016,April,,0,8.0,25.0,2.0,23.0,69.0,12.3,1008.2,0.0
2016-04-18,2016,April,,1,8.0,20.0,2.0,19.0,67.0,12.0,1008.1,0.0
2016-04-18,2016,April,,2,14.0,23.0,2.0,15.0,63.0,11.7,1007.8,0.0
2016-04-18,2016,April,,3,11.0,25.0,2.0,21.0,55.0,11.4,1007.7,0.0
2016-04-18,2016,April,,4,9.0,31.0,2.0,18.0,60.0,10.9,1007.8,0.0
2016-04-18,2016,April,,5,14.0,35.0,2.0,19.0,60.0,10.6,1007.8,0.0
2016-04-18,2016,April,,6,16.0,44.0,2.0,31.0,47.0,10.4,1008.1,0.0
2016-04-18,2016,April,,7,17.0,43.0,2.0,42.0,36.0,11.5,1008.6,0.0
2016-04-18,2016,April,,8,14.0,51.0,2.0,32.0,50.0,12.8,1009.4,0.0
2016-04-18,2016,April,,9,26.0,40.0,2.0,18.0,68.0,14.4,1009.7,0.0
2016-04-18,2016,April,,10,21.0,46.0,2.0,15.0,77.0,14.6,1010.2,0.0
2016-04-18,2016,April,,11,15.0,38.0,2.0,12.0,84.0,16.1,1010.0,0.0
2016-04-18,2016,April,,12,18.0,26.0,2.0,12.0,88.0,16.4,1009.6,0.0
2016-04-18,2016,April,,13,22.0,24.0,2.0,10.0,94.0,18.0,1009.2,0.0
2016-04-18,2016,April,,14,21.0,25.0,2.0,9.0,99.0,18.7,1008.6,0.0
2016-04-18,2016,April,,15,18.0,18.0,2.0,10.0,104.0,19.3,1008.3,0.0
2016-04-18,2016,April,,16,19.0,19.0,2.0,11.0,107.0,19.8,1007.7,0.0
2016-04-18,2016,April,,17,13.0,19.0,2.0,15.0,105.0,19.4,1007.6,0.0
2016-04-18,2016,April,,18,33.0,33.0,2.0,20.0,98.0,18.6,1008.1,0.0
2016-04-18,2016,April,,19,41.0,47.0,2.0,26.0,96.0,17.5,1008.7,0.0
2016-04-18,2016,April,,20,32.0,64.0,2.0,28.0,89.0,17.2,1009.9,0.0
2016-04-18,2016,April,,21,34.0,68.0,3.0,37.0,77.0,16.6,1011.0,0.0
2016-04-18,2016,April,,22,32.0,76.0,4.0,54.0,53.0,16.3,1011.4,0.0
2016-04-18,2016,April,,23,36.0,79.0,5.0,64.0,39.0,16.0,1011.6,0.0
2016-04-19,2016,April,,0,40.0,80.0,4.0,55.0,47.0,15.1,1012.0,0.0
2016-04-19,2016,April,,1,40.0,75.0,4.0,39.0,61.0,14.6,1012.3,0.0
2016-04-19,2016,April,,2,41.0,88.0,8.0,39.0,56.0,14.5,1012.3,0.0
2016-04-19,2016,April,,3,48.0,80.0,13.0,36.0,60.0,13.1,1012.6,0.0
2016-04-19,2016,April,,4,46.0,82.0,18.0,41.0,49.0,10.7,1012.9,0.0
2016-04-19,2016,April,,5,49.0,84.0,16.0,60.0,26.0,9.2,1012.9,0.0
2016-04-19,2016,April,,6,62.0,139.0,9.0,79.0,2.0,8.9,1013.4,0.0
2016-04-19,2016,April,,7,83.0,177.0,14.0,76.0,2.0,10.2,1013.9,0.0
2016-04-19,2016,April,,8,81.0,132.0,17.0,77.0,2.0,10.7,1014.7,0.0
2016-04-19,2016,April,,9,79.0,136.0,21.0,78.0,5.0,11.8,1014.7,0.0
2016-04-19,2016,April,,10,85.0,137.0,28.0,77.0,12.0,13.1,1014.4,0.0
2016-04-19,2016,April,,11,95.0,133.0,36.0,72.0,23.0,13.6,1014.4,0.0
2016-04-19,2016,April,,12,93.0,119.0,34.0,74.0,24.0,13.3,1013.2,0.0
2016-04-19,2016,April,,13,101.0,139.0,35.0,74.0,25.0,13.9,1012.6,0.0
2016-04-19,2016,April,,14,106.0,140.0,37.0,72.0,36.0,14.8,1011.9,0.0
2016-04-19,2016,April,,15,108.0,136.0,34.0,70.0,43.0,14.7,1010.9,0.0
2016-04-19,2016,April,,16,92.0,135.0,28.0,69.0,49.0,14.8,1010.3,0.0
2016-04-19,2016,April,,17,101.0,129.0,22.0,69.0,50.0,14.5,1009.8,0.0
2016-04-19,2016,April,,18,107.0,140.0,23.0,77.0,40.0,14.3,1009.8,0.0
2016-04-19,2016,April,,19,98.0,134.0,22.0,85.0,25.0,14.2,1010.3,0.0
2016-04-19,2016,April,,20,79.0,113.0,19.0,60.0,47.0,14.1,1011.4,0.0
2016-04-19,2016,April,,21,84.0,116.0,22.0,68.0,36.0,13.8,1012.4,0.0
2016-04-19,2016,April,,22,79.0,95.0,23.0,62.0,36.0,13.6,1012.1,0.0
2016-04-19,2016,April,,23,77.0,87.0,21.0,53.0,43.0,13.3,1011.5,0.0
2016-04-20,2016,April,,0,79.0,91.0,18.0,63.0,30.0,13.0,1012.1,0.0
2016-04-20,2016,April,,1,87.0,96.0,16.5,61.0,26.5,12.6,1011.6,0.0
2016-04-20,2016,April,,2,95.0,101.0,15.0,59.0,23.0,11.7,1011.1,0.0
2016-04-20,2016,April,,3,105.0,118.0,15.0,75.0,5.0,11.1,1011.1,0.0
2016-04-20,2016,April,,4,113.0,119.0,14.0,79.0,2.0,11.2,1010.9,0.0
2016-04-20,2016,April,,5,79.0,79.0,11.0,47.0,22.0,11.0,1010.8,0.0
2016-04-20,2016,April,,6,66.0,66.0,9.0,38.0,38.0,10.5,1010.8,0.0
2016-04-20,2016,April,,7,61.0,61.0,10.0,60.0,17.0,10.9,1011.1,0.0
2016-04-20,2016,April,,8,67.0,72.0,11.0,63.0,18.0,12.4,1011.3,0.0
2016-04-20,2016,April,,9,74.0,85.0,11.0,54.0,32.0,14.8,1011.2,0.0
2016-04-20,2016,April,,10,99.0,110.0,13.0,54.0,41.0,17.3,1010.8,0.0
2016-04-20,2016,April,,11,121.0,123.0,15.0,59.0,53.0,19.8,1010.2,0.0
2016-04-20,2016,April,,12,127.0,127.0,14.0,55.0,75.0,22.2,1009.1,0.0
2016-04-20,2016,April,,13,107.0,107.0,10.0,38.0,101.0,24.2,1007.9,0.0
2016-04-20,2016,April,,14,59.0,59.0,4.0,19.0,110.0,25.6,1006.5,0.0
2016-04-20,2016,April,,15,46.0,46.0,3.0,20.0,118.0,26.2,1005.0,0.0
2016-04-20,2016,April,,16,50.0,50.0,3.0,22.0,128.0,26.4,1004.0,0.0
2016-04-20,2016,April,,17,45.0,45.0,3.0,29.0,124.0,26.2,1003.6,0.0
2016-04-20,2016,April,,18,65.0,106.0,4.0,36.0,133.0,24.9,1003.6,0.0
2016-04-20,2016,April,,19,98.0,139.0,6.0,46.0,126.0,22.7,1003.9,0.0
2016-04-20,2016,April,,20,84.0,125.0,7.0,55.0,106.0,22.1,1004.1,0.0
2016-04-20,2016,April,,21,80.0,96.0,7.0,49.0,105.0,21.0,1004.3,0.0
2016-04-20,2016,April,,22,73.0,101.0,9.0,57.0,87.0,20.5,1004.1,0.0
2016-04-20,2016,April,,23,79.0,120.0,11.0,63.0,75.0,20.4,1003.6,0.0
2016-04-21,2016,April,,0,86.0,119.0,9.0,78.0,46.0,18.5,1003.2,0.0
2016-04-21,2016,April,,1,100.0,121.0,8.0,112.0,2.0,14.8,1002.8,0.0
2016-04-21,2016,April,,2,94.0,128.0,8.0,110.0,2.0,13.1,1002.3,0.0
2016-04-21,2016,April,,3,91.0,128.0,7.0,113.0,2.0,12.4,1001.8,0.0
2016-04-21,2016,April,,4,84.0,138.0,6.0,115.0,2.0,10.6,1001.3,0.0
2016-04-21,2016,April,,5,93.0,172.0,8.0,118.0,2.0,9.7,1001.0,0.0
2016-04-21,2016,April,,6,104.0,183.0,8.0,115.0,2.0,9.9,1000.6,0.0
2016-04-21,2016,April,,7,113.0,201.0,10.0,111.0,2.0,11.7,1000.5,0.0
2016-04-21,2016,April,,8,144.0,230.0,16.0,113.0,4.0,14.3,999.9,0.0
2016-04-21,2016,April,,9,185.0,240.0,18.0,116.0,16.0,16.7,999.4,0.0
2016-04-21,2016,April,,10,200.0,227.0,19.0,112.0,42.0,19.3,998.8,0.0
2016-04-21,2016,April,,11,216.0,216.0,15.0,119.0,63.0,22.3,998.0,0.0
2016-04-21,2016,April,,12,188.0,188.0,10.0,114.0,86.0,25.4,997.0,0.0
2016-04-21,2016,April,,13,156.0,156.0,8.5,79.5,107.0,28.2,996.3,0.0
2016-04-21,2016,April,,14,124.0,124.0,7.0,45.0,128.0,29.8,995.7,0.0
2016-04-21,2016,April,,15,87.0,87.0,6.0,30.0,153.0,30.2,994.8,0.0
2016-04-21,2016,April,,16,75.0,136.0,5.0,29.0,135.0,30.2,994.9,0.0
2016-04-21,2016,April,,17,100.0,383.0,2.0,23.0,120.0,28.9,995.4,0.0
2016-04-21,2016,April,,18,82.0,331.0,2.0,26.0,122.0,27.5,996.2,0.0
2016-04-21,2016,April,,19,83.0,282.0,2.0,27.0,109.0,25.8,997.3,0.0
2016-04-21,2016,April,,20,54.0,216.0,2.0,23.0,97.0,23.7,999.4,0.0
2016-04-21,2016,April,,21,41.0,131.0,2.0,29.0,84.0,22.2,1001.0,0.0
2016-04-21,2016,April,,22,41.0,160.0,2.0,33.0,75.0,21.0,1001.6,0.0
2016-04-21,2016,April,,23,51.0,203.0,2.0,29.0,77.0,20.2,1002.4,0.0
2016-04-22,2016,April,,0,54.0,171.0,2.0,28.0,75.0,18.3,1003.7,0.0
2016-04-22,2016,April,,1,58.0,174.0,2.0,20.0,76.0,17.9,1003.6,0.0
2016-04-22,2016,April,,2,53.0,157.0,2.0,16.0,76.0,17.3,1003.4,0.0
2016-04-22,2016,April,,3,46.0,160.0,2.0,15.0,82.0,15.9,1003.5,0.0
2016-04-22,2016,April,,4,46.0,140.0,2.0,16.0,74.0,13.3,1003.4,0.0
2016-04-22,2016,April,,5,46.0,117.0,2.0,14.0,77.0,17.5,1003.4,0.0
2016-04-22,2016,April,,6,44.0,112.0,3.0,13.0,84.0,17.2,1003.9,0.0
2016-04-22,2016,April,,7,36.0,133.0,3.0,18.0,80.0,18.1,1004.8,0.0
2016-04-22,2016,April,,8,48.0,119.0,2.0,16.0,84.0,19.1,1005.5,0.0
2016-04-22,2016,April,,9,43.0,161.0,2.0,13.0,93.0,19.4,1006.1,0.0
2016-04-22,2016,April,,10,60.0,148.0,2.0,14.0,96.0,20.1,1006.1,0.0
2016-04-22,2016,April,,11,43.0,132.0,2.0,13.0,101.0,21.2,1006.1,0.0
2016-04-22,2016,April,,12,48.0,109.0,2.0,13.0,103.0,21.9,1005.8,0.0
2016-04-22,2016,April,,13,46.0,132.0,2.0,10.0,107.0,23.3,1005.2,0.0
2016-04-22,2016,April,,14,34.0,117.0,2.0,9.0,108.0,23.8,1004.9,0.0
2016-04-22,2016,April,,15,36.0,101.0,2.0,12.0,106.0,24.4,1004.0,0.0
2016-04-22,2016,April,,16,36.0,82.0,2.0,14.0,105.0,24.7,1003.2,0.0
2016-04-22,2016,April,,17,35.0,71.0,2.0,14.0,103.0,24.3,1003.5,0.0
2016-04-22,2016,April,,18,28.0,70.0,2.0,18.0,95.0,23.8,1003.5,0.0
2016-04-22,2016,April,,19,33.0,80.0,3.0,24.0,84.0,22.4,1004.4,0.0
2016-04-22,2016,April,,20,48.0,67.0,3.0,31.0,70.0,20.9,1005.4,0.0
2016-04-22,2016,April,,21,18.0,79.0,2.0,55.0,36.0,18.0,1006.6,0.0
2016-04-22,2016,April,,22,31.0,56.0,2.0,73.0,14.0,17.2,1007.3,0.0
2016-04-22,2016,April,,23,24.0,55.0,2.0,67.0,20.0,14.8,1007.5,0.0
2016-04-23,2016,April,,0,26.0,49.0,2.0,51.0,37.0,16.3,1008.5,0.0
2016-04-23,2016,April,,1,20.0,46.0,2.0,29.0,59.0,13.1,1009.4,0.0
2016-04-23,2016,April,,2,15.0,55.0,2.0,33.0,51.0,11.4,1009.7,0.0
2016-04-23,2016,April,,3,16.0,50.0,2.0,23.0,61.0,13.2,1009.7,0.0
2016-04-23,2016,April,,4,20.0,54.0,2.0,20.0,64.0,12.3,1010.0,0.0
2016-04-23,2016,April,,5,21.0,57.0,2.0,21.0,59.0,10.2,1010.6,0.0
2016-04-23,2016,April,,6,19.0,51.0,2.0,20.0,60.0,9.3,1011.1,0.0
2016-04-23,2016,April,,7,22.0,56.0,2.0,25.0,53.0,12.8,1011.8,0.0
2016-04-23,2016,April,,8,19.0,52.0,2.0,26.0,52.0,15.2,1012.3,0.0
2016-04-23,2016,April,,9,13.0,42.0,2.0,17.0,66.0,17.2,1012.3,0.0
2016-04-23,2016,April,,10,16.0,49.0,2.0,14.0,72.0,18.1,1012.0,0.0
2016-04-23,2016,April,,11,10.0,44.0,2.0,13.0,76.0,18.3,1011.7,0.0
2016-04-23,2016,April,,12,35.0,35.0,2.0,11.0,82.0,19.0,1011.0,0.0
2016-04-23,2016,April,,13,17.0,29.0,2.0,10.0,90.0,20.0,1010.3,0.0
2016-04-23,2016,April,,14,26.0,35.0,2.0,12.0,94.0,21.4,1009.6,0.0
2016-04-23,2016,April,,15,26.0,51.0,2.0,17.0,95.0,21.2,1009.0,0.0
2016-04-23,2016,April,,16,29.0,66.0,3.0,15.0,110.0,21.2,1008.5,0.0
2016-04-23,2016,April,,17,38.0,77.0,3.0,14.0,113.0,20.4,1008.5,0.0
2016-04-23,2016,April,,18,39.0,80.0,4.0,17.0,98.0,19.9,1008.3,0.0
2016-04-23,2016,April,,19,39.0,79.0,5.0,25.0,88.0,19.2,1008.6,0.0
2016-04-23,2016,April,,20,43.0,94.0,5.0,41.0,63.0,18.4,1009.1,0.0
2016-04-23,2016,April,,21,42.0,107.0,5.0,57.0,41.0,17.8,1010.0,0.0
2016-04-23,2016,April,,22,41.0,123.0,7.0,55.0,34.0,16.6,1010.4,0.0
2016-04-23,2016,April,,23,36.0,99.0,8.0,56.0,23.0,15.2,1010.4,0.0
2016-04-24,2016,April,,0,36.0,107.0,10.0,62.0,15.0,12.9,1010.4,0.0
